,id,name,abrev,color,alt_color,mascot,logos
534,2428,North Carolina Central,NCCU,#880023,#c2c3c0,Eagles,http://a.espncdn.com/i/teamlogos/ncaa/500/2428.png
1464,1000434,North Carolina Medical,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1465,1000005,North Carolina Pre-Flight,NCPF,#FFFFFF,,Cloudbusters,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
535,3071,North Central,NOC,#000000,,Cardinals,http://a.espncdn.com/i/teamlogos/ncaa/500/3071.png
536,155,North Dakota,UND,#00A26B,#c2c3c0,Fighting Hawks,http://a.espncdn.com/i/teamlogos/ncaa/500/155.png
537,2449,North Dakota State,NDSU,#01402A,#ffffff,Bison,http://a.espncdn.com/i/teamlogos/ncaa/500/2449.png
1466,1000754,North Dakota Teachers,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1467,1000310,North Denver High,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1468,1000237,North Division High,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1471,1000385,North Georgia,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
546,2822,North Greenville,NGR,#000000,,Crusaders,http://a.espncdn.com/i/teamlogos/ncaa/500/2822.png
547,75,North Park,NOR,#000000,,Vikings,http://a.espncdn.com/i/teamlogos/ncaa/500/75.png
548,249,North Texas,UNT,#00853D,#000000,Mean Green,http://a.espncdn.com/i/teamlogos/ncaa/500/249.png
1469,111,Northeastern,NE,#cc0001,#c2c3c0,Huskies,http://a.espncdn.com/i/teamlogos/ncaa/500/111.png
1470,1000698,Northeastern Oklahoma State,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
538,196,Northeastern State,NEO,#000000,,RiverHawks,http://a.espncdn.com/i/teamlogos/ncaa/500/196.png
539,2464,Northern Arizona,NAU,#003976,#1b3069,Lumberjacks,http://a.espncdn.com/i/teamlogos/ncaa/500/2464.png
540,2458,Northern Colorado,UNCO,#13558D,#ffc533,Bears,http://a.espncdn.com/i/teamlogos/ncaa/500/2458.png
541,2459,Northern Illinois,NIU,#F1122C,#cc0000,Huskies,http://a.espncdn.com/i/teamlogos/ncaa/500/2459.png
542,2460,Northern Iowa,UNI,#473282,#ffffff,Panthers,http://a.espncdn.com/i/teamlogos/ncaa/500/2460.png
543,128,Northern Michigan,NOR,#000000,,Wildcats,http://a.espncdn.com/i/teamlogos/ncaa/500/128.png
544,425,Northern State,NOR,#000000,,Wolves,http://a.espncdn.com/i/teamlogos/ncaa/500/425.png
1472,1000210,Northwest Division High,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
554,138,Northwest Missouri State,NWMS,#000000,,Bearcats,http://a.espncdn.com/i/teamlogos/ncaa/500/138.png
549,77,Northwestern,NW,#372286,#d6cac1,Wildcats,http://a.espncdn.com/i/teamlogos/ncaa/500/77.png
1473,1000187,Northwestern Academy,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1474,1000205,Northwestern Alumni,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1475,1000221,Northwestern Dental,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1476,1000927,Northwestern IA,nad,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
550,2471,Northwestern IA,NAD,#FFFFFF,,Red Raiders,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
551,583,Northwestern MN,NWM,#000000,,Eagles,http://a.espncdn.com/i/teamlogos/ncaa/500/583.png
552,2823,Northwestern Oklahoma State,NWO,#000000,,Rangers,http://a.espncdn.com/i/teamlogos/ncaa/500/2823.png
553,2466,Northwestern State,NWST,#492F91,#ed6118,Demons,http://a.espncdn.com/i/teamlogos/ncaa/500/2466.png
1477,1000392,Northwestern Wisconsin,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
555,2886,Northwood MI,NAR,#000000,,Timberwolves,http://a.espncdn.com/i/teamlogos/ncaa/500/2886.png
556,2467,Norwich,NOR,#000000,,Cadets,http://a.espncdn.com/i/teamlogos/ncaa/500/2467.png
557,87,Notre Dame,ND,#00122b,#ae9142,Fighting Irish,http://a.espncdn.com/i/teamlogos/ncaa/500/87.png
1478,1000747,Notre Dame B,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
558,587,Notre Dame College,NOT,#000000,,Blue Falcons,http://a.espncdn.com/i/teamlogos/ncaa/500/587.png
571,2824,OK Panhandle St,OKP,#000000,,Aggies,http://a.espncdn.com/i/teamlogos/ncaa/500/2824.png
1479,1000282,Oak Ridge,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
559,391,Oberlin,OBE,#000000,,Yeomen,http://a.espncdn.com/i/teamlogos/ncaa/500/391.png
560,2475,Occidental,OCC,#000000,,Tigers,http://a.espncdn.com/i/teamlogos/ncaa/500/2475.png
1480,1000863,Oceana NAS,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1481,1000664,Ogden A.C.,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1482,1000411,Ogden High,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1483,1000043,Oglethorpe,,#FFFFFF,,Stormy Petrels,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
561,195,Ohio,OHIO,#295A29,#e4bb85,Bobcats,http://a.espncdn.com/i/teamlogos/ncaa/500/195.png
1484,1000554,Ohio Am. Corp.,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
562,2477,Ohio Dominican,,#FFFFFF,,Panthers,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1485,1000209,Ohio Medical,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
563,108398,Ohio Midwestern College,OMW,#FFFFFF,,Rams,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
564,427,Ohio Northern,ON,#000000,,Polar Bears,http://a.espncdn.com/i/teamlogos/ncaa/500/427.png
565,194,Ohio State,OSU,#DE3121,#666666,Buckeyes,http://a.espncdn.com/i/teamlogos/ncaa/500/194.png
566,3161,Ohio State Newark,OSU,#000000,,Titans,http://a.espncdn.com/i/teamlogos/ncaa/500/3161.png
567,2980,Ohio Wesleyan,OHI,#000000,,Battling Bishops,http://a.espncdn.com/i/teamlogos/ncaa/500/2980.png
568,201,Oklahoma,OKLA,#7b0000,#cccccc,Sooners,http://a.espncdn.com/i/teamlogos/ncaa/500/201.png
569,319,Oklahoma Baptist,OB,#FFFFFF,,Bison,http://a.espncdn.com/i/teamlogos/ncaa/500/319.png
1486,1000457,Oklahoma City,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1487,1000522,Oklahoma Mines,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
570,197,Oklahoma State,OKST,#FF6500,#ff9900,Cowboys,http://a.espncdn.com/i/teamlogos/ncaa/500/197.png
1488,1000735,Oklahoma Teachers,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1489,1000821,Olathe Navy,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
572,295,Old Dominion,ODU,#00507d,#a1d2f1,Monarchs,http://a.espncdn.com/i/teamlogos/ncaa/500/295.png
573,145,Ole Miss,MISS,#001148,#00205b,Rebels,http://a.espncdn.com/i/teamlogos/ncaa/500/145.png
1490,1000153,Olivet,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
574,354,Olivet College,OLI,#000000,,Comets,http://a.espncdn.com/i/teamlogos/ncaa/500/354.png
1491,1000096,Olympic A.C.,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1492,1000536,Olympic Club,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1493,1000623,Omaha Balloon,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1494,1000323,Omaha Light Guards,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1495,1000286,Onondaga,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1496,1000100,Orange A.C.,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
575,2483,Oregon,ORE,#044520,#fee123,Ducks,http://a.espncdn.com/i/teamlogos/ncaa/500/2483.png
1497,1000738,Oregon College,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
576,204,Oregon State,ORST,#c34500,#dea076,Beavers,http://a.espncdn.com/i/teamlogos/ncaa/500/204.png
1498,1000538,Oregon State Alumni,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1499,1000916,Oregon Tech,,#FFFFFF,,Hustlin' Owls,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1500,1000537,Originals A.C.,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1501,1000074,Ottawa,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
577,112390,Ottawa University Arizona,OUAZ,#FFFFFF,,Spirit,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
578,359,Otterbein,OTT,#000000,,Cardinals,http://a.espncdn.com/i/teamlogos/ncaa/500/359.png
1502,1000805,Ottumwa Pre-Flight,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1503,1000436,Ouachita,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
579,2888,Ouachita Baptist,OUA,#000000,,Tigers,http://a.espncdn.com/i/teamlogos/ncaa/500/2888.png
1504,1000585,Overland Station,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1505,1000715,Ozarks,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
580,2487,Pace,PAC,#000000,,Setters,http://a.espncdn.com/i/teamlogos/ncaa/500/2487.png
1506,1000044,Pacific,,#FFFFFF,,Tigers,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1507,1000796,Pacific All-Stars,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1508,1000657,Pacific Fleet,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
581,2486,Pacific Lutheran,PAC,#000000,,Lutes,http://a.espncdn.com/i/teamlogos/ncaa/500/2486.png
582,205,Pacific OR,PAC,#000000,,Boxers,http://a.espncdn.com/i/teamlogos/ncaa/500/205.png
1509,1000650,Pacific Oregon,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1510,1000878,Pacific Submarines,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
583,2488,Paine,PC,#FFFFFF,,Lions,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1511,1000097,Palmyra,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
584,1000988,Palomar College,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1512,1000220,Panora,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1513,1000627,Park Field,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1514,1000456,Parris Island Marines,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1515,1000886,Parsons,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1516,1000482,Parsons Iowa,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1517,1000143,Pastime A.C.,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1518,1000613,Payne Field,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1519,1000673,Pearl Harbor,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1520,1000593,Pelham Bay Navy,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1521,1000587,Penn Radio School,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
585,213,Penn State,PSU,#041E42,#ffffff,Nittany Lions,http://a.espncdn.com/i/teamlogos/ncaa/500/213.png
586,219,Pennsylvania,PENN,#082A74,#a6163d,Quakers,http://a.espncdn.com/i/teamlogos/ncaa/500/219.png
1522,1000082,Pennsylvania Alumni,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1523,1000201,Pennsylvania College,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1524,1000073,Pennsylvania Military,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1525,1000367,Pennsylvania Railroad YMCA,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1526,1000191,Pennsylvania Reserves,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1527,1000366,Pensacola A.C.,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1528,1000783,Pensacola NAS,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1529,1000337,Peoria Socials A.C.,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1530,1000867,Pepperdine,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1531,1000410,Peru State,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1532,1000214,Phialdelphia YMCA,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1533,1000270,Philadelphia A.C.,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1534,1000070,Philadelphia All-Stars,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1535,1000603,Philadelphia Naval Yard,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1536,1000045,Phillips,,#FFFFFF,,Haymakers,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1537,1000198,Phoenix A.C.,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1538,1000749,Phoenix All-Stars,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1539,1000234,Phoenix Indians,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1540,1000190,Physicians & Surgeons,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1541,1000674,Piedmont,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
587,95,Pikeville,PIK,#FFFFFF,,Bears,http://a.espncdn.com/i/teamlogos/ncaa/500/95.png
589,90,Pittsburg State,PIT,#000000,,Gorillas,http://a.espncdn.com/i/teamlogos/ncaa/500/90.png
588,221,Pittsburgh,PITT,#003263,#231f20,Panthers,http://a.espncdn.com/i/teamlogos/ncaa/500/221.png
1542,1000133,Pittsburgh A.C.,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1543,1000389,Pittsburgh Lyceum,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1544,1000177,Pittsfield A.C.,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1545,1000794,Pleasanton Navy,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
590,2972,Plymouth State,PLY,#000000,,Panthers,http://a.espncdn.com/i/teamlogos/ncaa/500/2972.png
591,3179,Point University,POINT,#FFFFFF,,Point,http://a.espncdn.com/i/teamlogos/ncaa/500/3179.png
1546,1000807,Pomona Ordinance Base,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
592,2923,Pomona-Pitzer,POM,#000000,,Sagehens,http://a.espncdn.com/i/teamlogos/ncaa/500/2923.png
1547,1000233,Pontiac A.C.,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1551,1000450,Port Royal,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1548,1000447,Porter Military,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1549,1000046,Portland,,#FFFFFF,,Pilots,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1550,1000218,Portland A.C.,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
593,2502,Portland State,PRST,#00311e,#ebebeb,Vikings,http://a.espncdn.com/i/teamlogos/ncaa/500/2502.png
1552,1000836,Portsmouth Fleet,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1553,1000611,Post Field,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
594,126086,Post University,,#FFFFFF,,Postuniv,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1554,1000157,Prairie A.C.,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
595,2504,Prairie View,PVAM,#4d0960,,Panthers,http://a.espncdn.com/i/teamlogos/ncaa/500/2504.png
596,2506,Presbyterian College,PRE,#194896,#990134,Blue Hose,http://a.espncdn.com/i/teamlogos/ncaa/500/2506.png
597,597,Presentation College,PRE,#000000,,Saints,http://a.espncdn.com/i/teamlogos/ncaa/500/597.png
1555,1000582,Presidio of San Francisco,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
598,163,Princeton,PRIN,#ff9408,#080808,Tigers,http://a.espncdn.com/i/teamlogos/ncaa/500/163.png
1556,1000114,Princeton A.C.,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1557,1000077,Princeton Alumni,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1558,1000174,Princeton Seminary,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
599,363,Principia College,PRI,#000000,,Panthers,http://a.espncdn.com/i/teamlogos/ncaa/500/363.png
600,1000951,Professional,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
601,1000950,Professional,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1559,1000704,Providence,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1560,1000334,Pueblo High,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1561,1000307,Pueblo YMCA,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
602,2508,Puget Sound,PUG,#000000,,Loggers,http://a.espncdn.com/i/teamlogos/ncaa/500/2508.png
603,2509,Purdue,PUR,#B89D29,#a4a9ad,Boilermakers,http://a.espncdn.com/i/teamlogos/ncaa/500/2509.png
1562,1000208,Purdue Alumni,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1563,1000047,Quantico Marines,,#FFFFFF,,Devil Dogs,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1564,1000918,Queen's,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
604,2825,Quincy,QUI,#000000,,Hawks,http://a.espncdn.com/i/teamlogos/ncaa/500/2825.png
1565,1000292,Quincy A.C.,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1566,1000048,Randolph Field,,#FFFFFF,,Ramblers,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
605,2516,Randolph-Macon,RAN,#000000,,Yellow Jackets,http://a.espncdn.com/i/teamlogos/ncaa/500/2516.png
1567,1000586,Ream Field,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
606,29,Redlands,RED,#000000,,Bulldogs,http://a.espncdn.com/i/teamlogos/ncaa/500/29.png
1568,1000049,Regis CO,,#FFFFFF,,Rangers,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1569,1000531,Reina Mercedes,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
607,2890,Reinhardt,REIN,#FFFFFF,,Eagles,http://a.espncdn.com/i/teamlogos/ncaa/500/2890.png
1570,1000160,Reliance A.C.,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
608,2528,Rensselaer,REN,#000000,,Engineers,http://a.espncdn.com/i/teamlogos/ncaa/500/2528.png
609,227,Rhode Island,URI,#091f3f,#5ab3e8,Rams,http://a.espncdn.com/i/teamlogos/ncaa/500/227.png
610,2519,Rhodes,RHO,#000000,,Lynx,http://a.espncdn.com/i/teamlogos/ncaa/500/2519.png
611,242,Rice,RICE,#003D7D,#d1d5d8,Owls,http://a.espncdn.com/i/teamlogos/ncaa/500/242.png
612,257,Richmond,RICH,#9e0712,#b90b2e,Spiders,http://a.espncdn.com/i/teamlogos/ncaa/500/257.png
1571,1000533,Richmond Blues,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1572,1000791,Richmond Field,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1573,1000099,Ridgefield A.C.,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
613,2891,Ripon,RIPON,#000000,,Redhawks,http://a.espncdn.com/i/teamlogos/ncaa/500/2891.png
1574,1000496,Riverside,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
614,1000996,Riverside C.C.,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
